paths,target,contrast,energy,homogeneity,correlation,dissimilarity
./pages/models/Bone Fracture Detection/Baseline/fracture/110.jpg,fracture,27.01617208,0.178889379,0.678245391,0.994473303,1.421251115
./pages/models/Bone Fracture Detection/Baseline/fracture/111-rotated1-rotated1-rotated1.jpg,fracture,259.2012548,0.248892099,0.582180142,0.957491509,4.792712355
./pages/models/Bone Fracture Detection/Baseline/fracture/111-rotated1-rotated1-rotated3.jpg,fracture,279.9771959,0.249336642,0.588443849,0.953554844,4.700490669
./pages/models/Bone Fracture Detection/Baseline/fracture/111-rotated1-rotated1.jpg,fracture,321.3766691,0.274949909,0.601835452,0.947055453,4.838461229
./pages/models/Bone Fracture Detection/Baseline/fracture/111-rotated1-rotated2-rotated1.jpg,fracture,253.4452622,0.241855304,0.573136788,0.958662975,4.763111326
./pages/models/Bone Fracture Detection/Baseline/fracture/111-rotated1-rotated2-rotated3.jpg,fracture,247.4835304,0.243135771,0.601034103,0.95966575,4.379765927
./pages/models/Bone Fracture Detection/Baseline/fracture/111-rotated1-rotated2.jpg,fracture,310.7696067,0.265080767,0.594508336,0.948342139,4.884471525
./pages/models/Bone Fracture Detection/Baseline/fracture/111-rotated1-rotated3-rotated3.jpg,fracture,189.4728925,0.248378489,0.606074846,0.968845659,3.864824646
./pages/models/Bone Fracture Detection/Baseline/fracture/111-rotated1-rotated3.jpg,fracture,420.3606419,0.282620137,0.597262798,0.931576114,5.383888353
./pages/models/Bone Fracture Detection/Baseline/fracture/111-rotated1.jpg,fracture,384.7790782,0.26202827,0.588616369,0.9377588,5.293154762
./pages/models/Bone Fracture Detection/Baseline/fracture/111-rotated2-rotated1-rotated1.jpg,fracture,275.1393179,0.250353775,0.594124852,0.954670305,4.659507722
./pages/models/Bone Fracture Detection/Baseline/fracture/111-rotated2-rotated1.jpg,fracture,308.8992519,0.248071511,0.582378804,0.949409098,4.992438867
./pages/models/Bone Fracture Detection/Baseline/fracture/111-rotated2-rotated2-rotated2.jpg,fracture,300.4656129,0.2544391,0.574557931,0.951188421,5.12898166
./pages/models/Bone Fracture Detection/Baseline/fracture/111-rotated2-rotated2-rotated3.jpg,fracture,275.6554657,0.256550576,0.606751693,0.955005335,4.537986647
./pages/models/Bone Fracture Detection/Baseline/fracture/111-rotated2-rotated2.jpg,fracture,302.8665138,0.255533378,0.585205035,0.950685685,5.033421815
./pages/models/Bone Fracture Detection/Baseline/fracture/111-rotated2-rotated3-rotated1.jpg,fracture,251.0599059,0.251235207,0.570900677,0.958713647,4.962938385
./pages/models/Bone Fracture Detection/Baseline/fracture/111-rotated2-rotated3-rotated2.jpg,fracture,276.9305019,0.240200431,0.581060237,0.954520103,4.755228443
./pages/models/Bone Fracture Detection/Baseline/fracture/111-rotated2.jpg,fracture,373.5912967,0.254637664,0.585247606,0.939791348,5.363014801
./pages/models/Bone Fracture Detection/Baseline/fracture/111-rotated3-rotated1-rotated1.jpg,fracture,191.5648327,0.251099931,0.560722185,0.96828998,5.141690798
./pages/models/Bone Fracture Detection/Baseline/fracture/111-rotated3-rotated1.jpg,fracture,320.2842061,0.265001645,0.591882743,0.946992852,4.952159749
./pages/models/Bone Fracture Detection/Baseline/fracture/111-rotated3-rotated2-rotated1.jpg,fracture,198.7007722,0.248080608,0.54690626,0.96724215,5.534387066
./pages/models/Bone Fracture Detection/Baseline/fracture/111-rotated3-rotated2-rotated2.jpg,fracture,198.7007722,0.248080608,0.54690626,0.96724215,5.534387066
./pages/models/Bone Fracture Detection/Baseline/fracture/111-rotated3-rotated2-rotated3.jpg,fracture,197.803853,0.246922251,0.547328997,0.967387567,5.542028636
./pages/models/Bone Fracture Detection/Baseline/fracture/111-rotated3-rotated2.jpg,fracture,316.1008888,0.277130704,0.596545379,0.947860077,4.847470238
./pages/models/Bone Fracture Detection/Baseline/fracture/111.jpg,fracture,45.89459165,0.30533485,0.743315816,0.992644447,1.338475706
./pages/models/Bone Fracture Detection/Baseline/fracture/112-rotated1-rotated1-rotated3.jpg,fracture,187.4967825,0.133973194,0.460890685,0.965497994,4.941602317
./pages/models/Bone Fracture Detection/Baseline/fracture/112-rotated1-rotated1.jpg,fracture,256.9916345,0.10441436,0.435103628,0.951146017,5.601472008
./pages/models/Bone Fracture Detection/Baseline/fracture/112-rotated1-rotated2-rotated3.jpg,fracture,230.0535915,0.115248693,0.430949285,0.956806181,5.634873713
./pages/models/Bone Fracture Detection/Baseline/fracture/112-rotated1-rotated3-rotated1.jpg,fracture,245.9808559,0.123286976,0.427518571,0.954681717,5.77292471
./pages/models/Bone Fracture Detection/Baseline/fracture/112-rotated1-rotated3-rotated3.jpg,fracture,244.5688345,0.123224269,0.42016958,0.954868444,6.028133044
./pages/models/Bone Fracture Detection/Baseline/fracture/112-rotated2-rotated1-rotated1.jpg,fracture,212.3187339,0.082263763,0.450044309,0.954458554,4.606780888
./pages/models/Bone Fracture Detection/Baseline/fracture/112-rotated2-rotated1-rotated2.jpg,fracture,211.7904199,0.081539443,0.448776099,0.956137645,4.700209138
./pages/models/Bone Fracture Detection/Baseline/fracture/112-rotated2-rotated1-rotated3.jpg,fracture,213.9124437,0.082248724,0.447888208,0.954711357,4.601793758
./pages/models/Bone Fracture Detection/Baseline/fracture/112-rotated2-rotated1.jpg,fracture,264.2958494,0.075424516,0.433171793,0.944390066,5.146999678
./pages/models/Bone Fracture Detection/Baseline/fracture/112-rotated2-rotated2-rotated2.jpg,fracture,219.4026102,0.095337472,0.441996756,0.957125009,5.189571268
./pages/models/Bone Fracture Detection/Baseline/fracture/112-rotated3-rotated1-rotated1.jpg,fracture,184.777389,0.120331494,0.423105642,0.965624289,5.670045045
./pages/models/Bone Fracture Detection/Baseline/fracture/112-rotated3-rotated1.jpg,fracture,245.341538,0.079495523,0.441587867,0.947222418,4.883807915
./pages/models/Bone Fracture Detection/Baseline/fracture/112-rotated3-rotated2-rotated1.jpg,fracture,218.3707167,0.095267487,0.444993048,0.957987334,5.194759492
./pages/models/Bone Fracture Detection/Baseline/fracture/112-rotated3-rotated2-rotated2.jpg,fracture,218.6384733,0.095890292,0.446646997,0.957924104,5.113296332
./pages/models/Bone Fracture Detection/Baseline/fracture/112-rotated3-rotated2-rotated3.jpg,fracture,213.2176038,0.153077049,0.419884522,0.961817716,6.710042632
./pages/models/Bone Fracture Detection/Baseline/fracture/112-rotated3-rotated2.jpg,fracture,262.0007642,0.114993443,0.421863497,0.951234926,5.972812098
./pages/models/Bone Fracture Detection/Baseline/fracture/112-rotated3-rotated3-rotated3.jpg,fracture,249.6155285,0.158406882,0.43205756,0.955783806,6.290359556
./pages/models/Bone Fracture Detection/Baseline/fracture/112-rotated3-rotated3.jpg,fracture,260.9524614,0.111263785,0.428641566,0.951004448,5.779842342
./pages/models/Bone Fracture Detection/Baseline/fracture/113-rotated1-rotated1-rotated1.jpg,fracture,204.7286639,0.148778802,0.599944722,0.957033415,3.817708333
./pages/models/Bone Fracture Detection/Baseline/fracture/113-rotated1-rotated1-rotated2.jpg,fracture,205.3870455,0.149445828,0.588280633,0.957216818,4.037624678
./pages/models/Bone Fracture Detection/Baseline/fracture/113-rotated1-rotated1-rotated3.jpg,fracture,207.7397442,0.161553977,0.578373841,0.957192268,4.448721042
./pages/models/Bone Fracture Detection/Baseline/fracture/113-rotated1-rotated2-rotated1.jpg,fracture,219.9168879,0.15955874,0.581216724,0.954335432,4.380168115
./pages/models/Bone Fracture Detection/Baseline/fracture/113-rotated1-rotated3-rotated1.jpg,fracture,169.1586631,0.155385086,0.588279512,0.964581093,4.021798584
./pages/models/Bone Fracture Detection/Baseline/fracture/113-rotated1-rotated3-rotated2.jpg,fracture,187.6762387,0.143561686,0.602167202,0.959135912,3.59608269
./pages/models/Bone Fracture Detection/Baseline/fracture/113-rotated1-rotated3-rotated3.jpg,fracture,173.2776906,0.171209871,0.578187019,0.96372295,4.492378539
./pages/models/Bone Fracture Detection/Baseline/fracture/113-rotated1-rotated3.jpg,fracture,201.8714607,0.149507532,0.615345001,0.956359103,3.464124839
./pages/models/Bone Fracture Detection/Baseline/fracture/113-rotated1.jpg,fracture,255.5029963,0.150905416,0.604017269,0.947275018,4.112150097
./pages/models/Bone Fracture Detection/Baseline/fracture/113-rotated2-rotated1-rotated2.jpg,fracture,199.5956202,0.159969363,0.589148528,0.958264997,4.069035553
./pages/models/Bone Fracture Detection/Baseline/fracture/113-rotated2-rotated1-rotated3.jpg,fracture,198.5573319,0.162657594,0.622727228,0.958439938,3.611627252
./pages/models/Bone Fracture Detection/Baseline/fracture/113-rotated2-rotated3-rotated1.jpg,fracture,173.452944,0.152146844,0.584671171,0.963645624,3.984917954
./pages/models/Bone Fracture Detection/Baseline/fracture/113-rotated2-rotated3-rotated2.jpg,fracture,175.1841216,0.158333638,0.581488755,0.963458205,4.167511261
./pages/models/Bone Fracture Detection/Baseline/fracture/113-rotated2-rotated3.jpg,fracture,232.9594997,0.181836908,0.568051852,0.952154372,5.402348777
./pages/models/Bone Fracture Detection/Baseline/fracture/113-rotated2.jpg,fracture,254.0709459,0.148459166,0.60053884,0.947447545,4.075892857
./pages/models/Bone Fracture Detection/Baseline/fracture/113-rotated3-rotated1-rotated1.jpg,fracture,198.6145632,0.15086722,0.574272002,0.958512298,4.264016248
./pages/models/Bone Fracture Detection/Baseline/fracture/113-rotated3-rotated1-rotated2.jpg,fracture,187.9396316,0.153622263,0.577165658,0.960705065,4.28458816
./pages/models/Bone Fracture Detection/Baseline/fracture/113-rotated3-rotated1.jpg,fracture,213.1802405,0.147919591,0.609024975,0.954984414,3.554436133
./pages/models/Bone Fracture Detection/Baseline/fracture/113-rotated3-rotated2-rotated2.jpg,fracture,197.0445624,0.144781001,0.589661683,0.958549137,3.977517696
./pages/models/Bone Fracture Detection/Baseline/fracture/113-rotated3-rotated2-rotated3.jpg,fracture,208.4291546,0.174554998,0.597168871,0.956793495,4.088461229
./pages/models/Bone Fracture Detection/Baseline/fracture/113-rotated3-rotated2.jpg,fracture,275.3293316,0.162664987,0.567259419,0.944127655,5.114442568
./pages/models/Bone Fracture Detection/Baseline/fracture/113-rotated3-rotated3-rotated2.jpg,fracture,180.8421211,0.15569385,0.590361068,0.962186289,3.971183237
./pages/models/Bone Fracture Detection/Baseline/fracture/113.jpg,fracture,52.29843618,0.182863868,0.775530406,0.989106918,1.174422424
./pages/models/Bone Fracture Detection/Baseline/fracture/114-rotated1-rotated1-rotated2.jpg,fracture,192.6146638,0.113953457,0.397300548,0.969767643,6.190395753
./pages/models/Bone Fracture Detection/Baseline/fracture/114-rotated1-rotated1-rotated3.jpg,fracture,139.4602437,0.130784241,0.439649737,0.978580824,5.063364704
./pages/models/Bone Fracture Detection/Baseline/fracture/114-rotated1-rotated1.jpg,fracture,276.0698801,0.087278949,0.385016902,0.952644957,6.874255952
./pages/models/Bone Fracture Detection/Baseline/fracture/114-rotated1-rotated2-rotated2.jpg,fracture,234.0401786,0.142607393,0.384380088,0.965619657,7.314269627
./pages/models/Bone Fracture Detection/Baseline/fracture/114-rotated1-rotated2-rotated3.jpg,fracture,137.6340291,0.137362594,0.444422249,0.979270039,5.020250161
./pages/models/Bone Fracture Detection/Baseline/fracture/114-rotated1-rotated3-rotated3.jpg,fracture,208.2544241,0.123460973,0.398467022,0.968033947,6.318532819
./pages/models/Bone Fracture Detection/Baseline/fracture/114-rotated2-rotated1-rotated1.jpg,fracture,177.4489825,0.083970617,0.409199175,0.969284899,5.594896236
./pages/models/Bone Fracture Detection/Baseline/fracture/114-rotated2-rotated1.jpg,fracture,281.7099019,0.085770791,0.381568042,0.952730841,7.041103604
./pages/models/Bone Fracture Detection/Baseline/fracture/114-rotated2-rotated2-rotated1.jpg,fracture,203.7495375,0.134857282,0.396943688,0.969251326,6.539716055
./pages/models/Bone Fracture Detection/Baseline/fracture/114-rotated2-rotated2-rotated3.jpg,fracture,258.1635095,0.157894506,0.374837475,0.962696814,7.8972611
./pages/models/Bone Fracture Detection/Baseline/fracture/114-rotated2-rotated2.jpg,fracture,279.1350748,0.087907647,0.377564657,0.95357755,7.123491795
./pages/models/Bone Fracture Detection/Baseline/fracture/114-rotated2-rotated3-rotated1.jpg,fracture,219.4118404,0.142194018,0.387104802,0.967454541,6.97707529
./pages/models/Bone Fracture Detection/Baseline/fracture/114-rotated2-rotated3-rotated2.jpg,fracture,233.1721364,0.147468614,0.386527467,0.965659116,7.233188546
./pages/models/Bone Fracture Detection/Baseline/fracture/114-rotated2-rotated3.jpg,fracture,307.1703266,0.133621687,0.38103248,0.95427738,8.036116474
./pages/models/Bone Fracture Detection/Baseline/fracture/114-rotated2.jpg,fracture,275.0307473,0.095164357,0.383902537,0.955293583,7.122084138
./pages/models/Bone Fracture Detection/Baseline/fracture/114-rotated3-rotated1-rotated1.jpg,fracture,199.2378941,0.121765526,0.398616369,0.969102347,6.33908462
./pages/models/Bone Fracture Detection/Baseline/fracture/114-rotated3-rotated1.jpg,fracture,161.3617479,0.091158481,0.422301741,0.971276666,5.35736406
./pages/models/Bone Fracture Detection/Baseline/fracture/114-rotated3-rotated2-rotated1.jpg,fracture,122.7269144,0.090043988,0.433848352,0.978238966,4.747224903
./pages/models/Bone Fracture Detection/Baseline/fracture/114-rotated3-rotated2-rotated2.jpg,fracture,171.4793074,0.095732015,0.404687141,0.971446367,5.657717986
./pages/models/Bone Fracture Detection/Baseline/fracture/114-rotated3-rotated3-rotated2.jpg,fracture,206.6366836,0.142100596,0.397034658,0.969300593,6.586048102
./pages/models/Bone Fracture Detection/Baseline/fracture/114-rotated3.jpg,fracture,340.3425032,0.130287387,0.376590322,0.949416711,8.360521236
./pages/models/Bone Fracture Detection/Baseline/fracture/114.jpg,fracture,38.26059533,0.117540484,0.619070537,0.992970012,1.761216077
./pages/models/Bone Fracture Detection/Baseline/fracture/115-rotated1-rotated2-rotated1.jpg,fracture,186.40808,0.06720325,0.372467691,0.95909749,5.896175193
./pages/models/Bone Fracture Detection/Baseline/fracture/115-rotated1-rotated2-rotated2.jpg,fracture,155.800555,0.089177067,0.409475849,0.966196574,5.258445946
./pages/models/Bone Fracture Detection/Baseline/fracture/115-rotated1-rotated2.jpg,fracture,230.1545608,0.088497868,0.402992971,0.950262435,6.173704955
./pages/models/Bone Fracture Detection/Baseline/fracture/115-rotated1-rotated3-rotated2.jpg,fracture,195.8009773,0.106217399,0.368054004,0.959086956,6.310348295
./pages/models/Bone Fracture Detection/Baseline/fracture/115-rotated1-rotated3.jpg,fracture,286.2764841,0.14089322,0.372681508,0.943030842,7.363557754
./pages/models/Bone Fracture Detection/Baseline/fracture/115-rotated2-rotated1.jpg,fracture,231.2823158,0.06741798,0.350287489,0.949794643,6.676178411
./pages/models/Bone Fracture Detection/Baseline/fracture/115-rotated2-rotated2-rotated2.jpg,fracture,165.6914414,0.083866872,0.416968221,0.963360266,5.402831403
./pages/models/Bone Fracture Detection/Baseline/fracture/115-rotated2-rotated2-rotated3.jpg,fracture,183.4344434,0.132526094,0.381589269,0.962263096,6.134893822
./pages/models/Bone Fracture Detection/Baseline/fracture/115-rotated2-rotated3-rotated2.jpg,fracture,191.0677888,0.127510343,0.377569286,0.960773224,6.202360843
./pages/models/Bone Fracture Detection/Baseline/fracture/115-rotated2-rotated3-rotated3.jpg,fracture,177.7089768,0.119143121,0.397017665,0.963445975,5.70845399
./pages/models/Bone Fracture Detection/Baseline/fracture/115-rotated2-rotated3.jpg,fracture,282.4686696,0.141371342,0.34872968,0.94445268,8.042712355
./pages/models/Bone Fracture Detection/Baseline/fracture/115-rotated2.jpg,fracture,322.6854086,0.071673246,0.388866916,0.930410682,7.119932432
./pages/models/Bone Fracture Detection/Baseline/fracture/115-rotated3-rotated1-rotated1.jpg,fracture,227.6288007,0.144949044,0.369554282,0.954615958,6.906752735
./pages/models/Bone Fracture Detection/Baseline/fracture/115-rotated3-rotated1-rotated2.jpg,fracture,195.4546533,0.124224649,0.394042503,0.960142654,6.09775177
./pages/models/Bone Fracture Detection/Baseline/fracture/115-rotated3-rotated1.jpg,fracture,204.8126005,0.062769923,0.385828546,0.953254123,6.057412323
./pages/models/Bone Fracture Detection/Baseline/fracture/115-rotated3-rotated2-rotated1.jpg,fracture,187.6673906,0.112686304,0.414216984,0.960978494,5.729528636
./pages/models/Bone Fracture Detection/Baseline/fracture/115-rotated3-rotated2.jpg,fracture,224.9564028,0.093372664,0.404572289,0.951725004,6.140122265
./pages/models/Bone Fracture Detection/Baseline/fracture/115-rotated3-rotated3-rotated1.jpg,fracture,163.256435,0.116951933,0.412506729,0.966095157,5.519305019
./pages/models/Bone Fracture Detection/Baseline/fracture/115-rotated3-rotated3.jpg,fracture,262.6809242,0.129874408,0.348430778,0.947321137,7.572092181
./pages/models/Bone Fracture Detection/Baseline/fracture/115-rotated3.jpg,fracture,382.4640042,0.125725017,0.373485446,0.924134477,7.963481338
./pages/models/Bone Fracture Detection/Baseline/fracture/115.jpg,fracture,61.84689843,0.134842141,0.630931583,0.986739385,1.9726195
./pages/models/Bone Fracture Detection/Baseline/fracture/116-rotated1-rotated1-rotated1.jpg,fracture,108.4704995,0.145304844,0.530862363,0.96952093,3.547920689
./pages/models/Bone Fracture Detection/Baseline/fracture/116-rotated1-rotated1-rotated2.jpg,fracture,109.3460425,0.143216736,0.549888987,0.969143824,3.479327542
./pages/models/Bone Fracture Detection/Baseline/fracture/116-rotated1-rotated2-rotated2.jpg,fracture,115.7011945,0.157906005,0.487733753,0.969368725,4.312278797
./pages/models/Bone Fracture Detection/Baseline/fracture/116-rotated1-rotated2-rotated3.jpg,fracture,124.8863819,0.172140799,0.484455307,0.967564739,4.650538932
./pages/models/Bone Fracture Detection/Baseline/fracture/116-rotated1-rotated3-rotated1.jpg,fracture,114.3603,0.133956499,0.503082444,0.968833139,3.820644305
./pages/models/Bone Fracture Detection/Baseline/fracture/116-rotated1-rotated3-rotated2.jpg,fracture,107.4463682,0.147005591,0.48909351,0.970924661,4.065456081
./pages/models/Bone Fracture Detection/Baseline/fracture/116-rotated1-rotated3-rotated3.jpg,fracture,131.7556507,0.175087232,0.475790418,0.965925964,4.918295528
./pages/models/Bone Fracture Detection/Baseline/fracture/116-rotated1-rotated3.jpg,fracture,126.8146517,0.143874693,0.506064218,0.964720882,3.969775579
./pages/models/Bone Fracture Detection/Baseline/fracture/116-rotated1.jpg,fracture,159.7096807,0.173092285,0.526486763,0.954737815,4.044059685
./pages/models/Bone Fracture Detection/Baseline/fracture/116-rotated2-rotated1-rotated3.jpg,fracture,122.9600426,0.171112582,0.481449753,0.968066121,4.675132722
./pages/models/Bone Fracture Detection/Baseline/fracture/116-rotated2-rotated1.jpg,fracture,123.008647,0.167997206,0.530032582,0.964759158,3.718227156
./pages/models/Bone Fracture Detection/Baseline/fracture/116-rotated2-rotated2-rotated1.jpg,fracture,118.8832449,0.153340139,0.488548333,0.968819051,4.314229408
./pages/models/Bone Fracture Detection/Baseline/fracture/116-rotated2-rotated2-rotated3.jpg,fracture,118.8832449,0.153340139,0.488548333,0.968819051,4.314229408
./pages/models/Bone Fracture Detection/Baseline/fracture/116-rotated2-rotated2.jpg,fracture,123.1315959,0.146752467,0.51822813,0.965490804,3.814068533
./pages/models/Bone Fracture Detection/Baseline/fracture/116-rotated2.jpg,fracture,156.8934001,0.155391915,0.508504584,0.956204267,4.189732143
./pages/models/Bone Fracture Detection/Baseline/fracture/116-rotated3-rotated1-rotated1.jpg,fracture,116.4429094,0.152751885,0.486623538,0.96913996,4.331181628
./pages/models/Bone Fracture Detection/Baseline/fracture/116-rotated3-rotated1-rotated2.jpg,fracture,111.2873633,0.153648164,0.482842494,0.970478112,4.372627091
./pages/models/Bone Fracture Detection/Baseline/fracture/116-rotated3-rotated1-rotated3.jpg,fracture,133.3834862,0.159458349,0.485954931,0.964956634,4.624638031
./pages/models/Bone Fracture Detection/Baseline/fracture/116-rotated3-rotated1.jpg,fracture,140.9064511,0.157951291,0.482342825,0.963128949,4.702582046
./pages/models/Bone Fracture Detection/Baseline/fracture/116-rotated3-rotated2-rotated2.jpg,fracture,115.2382159,0.158388598,0.485264645,0.969592981,4.368203024
./pages/models/Bone Fracture Detection/Baseline/fracture/116-rotated3-rotated2.jpg,fracture,138.6059765,0.150366533,0.483380169,0.963425875,4.530847812
./pages/models/Bone Fracture Detection/Baseline/fracture/116-rotated3-rotated3-rotated3.jpg,fracture,115.4858229,0.158924644,0.497463044,0.969601176,4.142475064
./pages/models/Bone Fracture Detection/Baseline/fracture/116-rotated3-rotated3.jpg,fracture,161.9551359,0.177537411,0.466893395,0.958387295,5.469212516
./pages/models/Bone Fracture Detection/Baseline/fracture/116-rotated3.jpg,fracture,156.8934001,0.155391915,0.508504584,0.956204267,4.189732143
./pages/models/Bone Fracture Detection/Baseline/fracture/116.jpg,fracture,40.15861105,0.3013613,0.644307186,0.988758017,1.86755319
./pages/models/Bone Fracture Detection/Baseline/fracture/117-rotated1-rotated1-rotated2.jpg,fracture,69.98369128,0.381324527,0.721005637,0.977504014,2.161820302
./pages/models/Bone Fracture Detection/Baseline/fracture/117-rotated1-rotated1-rotated3.jpg,fracture,79.75699807,0.374638362,0.683139687,0.97438953,2.665701416
./pages/models/Bone Fracture Detection/Baseline/fracture/117-rotated1-rotated1.jpg,fracture,83.2341538,0.436623646,0.736433939,0.972833223,2.200088481
./pages/models/Bone Fracture Detection/Baseline/fracture/117-rotated1-rotated2-rotated1.jpg,fracture,69.46609556,0.407158483,0.722184733,0.977477405,2.160432754
./pages/models/Bone Fracture Detection/Baseline/fracture/117-rotated1-rotated2-rotated3.jpg,fracture,69.70266248,0.379916581,0.711700816,0.977571144,2.249396718
./pages/models/Bone Fracture Detection/Baseline/fracture/117-rotated1-rotated2.jpg,fracture,88.57951255,0.438257182,0.720578834,0.971110244,2.400176963
./pages/models/Bone Fracture Detection/Baseline/fracture/117-rotated1-rotated3-rotated1.jpg,fracture,70.36641329,0.370407607,0.706460532,0.977248536,2.200068372
./pages/models/Bone Fracture Detection/Baseline/fracture/117-rotated1-rotated3-rotated2.jpg,fracture,71.15074003,0.37400367,0.707282193,0.977014366,2.238859395
./pages/models/Bone Fracture Detection/Baseline/fracture/117-rotated1-rotated3-rotated3.jpg,fracture,79.67177445,0.338184677,0.658802271,0.974905706,2.903394466
./pages/models/Bone Fracture Detection/Baseline/fracture/117-rotated1-rotated3.jpg,fracture,92.07870817,0.407898582,0.700371659,0.970284822,2.609596203
./pages/models/Bone Fracture Detection/Baseline/fracture/117-rotated1.jpg,fracture,107.9814591,0.470628996,0.737967418,0.964876233,2.45411036
./pages/models/Bone Fracture Detection/Baseline/fracture/117-rotated2-rotated1-rotated1.jpg,fracture,90.67396638,0.351436372,0.660685711,0.971162612,3.031149453
./pages/models/Bone Fracture Detection/Baseline/fracture/117-rotated2-rotated1-rotated2.jpg,fracture,99.62244611,0.375084477,0.674577675,0.968183001,2.890142375
./pages/models/Bone Fracture Detection/Baseline/fracture/117-rotated2-rotated1-rotated3.jpg,fracture,86.35641892,0.36269202,0.667637712,0.972368689,2.864985521
./pages/models/Bone Fracture Detection/Baseline/fracture/117-rotated2-rotated1.jpg,fracture,117.1642938,0.407902176,0.697823042,0.962613297,2.831724582
./pages/models/Bone Fracture Detection/Baseline/fracture/117-rotated2-rotated2-rotated1.jpg,fracture,88.05447635,0.337372015,0.660807867,0.971853886,2.906350547
./pages/models/Bone Fracture Detection/Baseline/fracture/117-rotated2-rotated2-rotated2.jpg,fracture,105.6069015,0.365958624,0.666174761,0.966517301,3.08578668
./pages/models/Bone Fracture Detection/Baseline/fracture/117-rotated2-rotated2.jpg,fracture,117.1642938,0.407902176,0.697823042,0.962613297,2.831724582
./pages/models/Bone Fracture Detection/Baseline/fracture/117-rotated2-rotated3-rotated1.jpg,fracture,81.61850467,0.335908506,0.659279565,0.974362278,2.900156853
./pages/models/Bone Fracture Detection/Baseline/fracture/117-rotated2-rotated3-rotated3.jpg,fracture,90.14406371,0.32484998,0.639901328,0.971797537,3.29918758
./pages/models/Bone Fracture Detection/Baseline/fracture/117-rotated2-rotated3.jpg,fracture,110.558639,0.347862963,0.654618838,0.965221367,3.333695302
./pages/models/Bone Fracture Detection/Baseline/fracture/117-rotated3-rotated1.jpg,fracture,94.11550837,0.349201948,0.670794185,0.970411412,2.849219755
./pages/models/Bone Fracture Detection/Baseline/fracture/117-rotated3-rotated2-rotated3.jpg,fracture,71.65970882,0.377437208,0.718044168,0.977036011,2.175916988
./pages/models/Bone Fracture Detection/Baseline/fracture/117-rotated3-rotated3-rotated2.jpg,fracture,74.34911921,0.34547718,0.683155604,0.976480473,2.478543275
./pages/models/Bone Fracture Detection/Baseline/fracture/117-rotated3-rotated3-rotated3.jpg,fracture,83.8368927,0.327559519,0.653243432,0.973750137,3.000864704
./pages/models/Bone Fracture Detection/Baseline/fracture/117-rotated3.jpg,fracture,127.51287,0.370575577,0.671428983,0.95989834,3.262146075
./pages/models/Bone Fracture Detection/Baseline/fracture/117.jpg,fracture,27.35652817,0.574151783,0.820096639,0.991188174,0.999175234
./pages/models/Bone Fracture Detection/Baseline/fracture/118-rotated1-rotated1-rotated1.jpg,fracture,44.38722651,0.215003745,0.695177897,0.985959421,1.625925032
./pages/models/Bone Fracture Detection/Baseline/fracture/118-rotated1-rotated1-rotated2.jpg,fracture,46.05174147,0.220536489,0.70202584,0.985512117,1.589868887
./pages/models/Bone Fracture Detection/Baseline/fracture/118-rotated1-rotated1-rotated3.jpg,fracture,48.09383044,0.190056304,0.631548477,0.985658709,2.106258044
./pages/models/Bone Fracture Detection/Baseline/fracture/118-rotated1-rotated1.jpg,fracture,60.25496702,0.18649245,0.59078258,0.982586249,2.516710907
./pages/models/Bone Fracture Detection/Baseline/fracture/118-rotated1-rotated2-rotated2.jpg,fracture,33.85670045,0.185744038,0.697918649,0.990015332,1.586912806
./pages/models/Bone Fracture Detection/Baseline/fracture/118-rotated1-rotated3-rotated2.jpg,fracture,47.52805261,0.208441781,0.690617666,0.985260182,1.648387227
./pages/models/Bone Fracture Detection/Baseline/fracture/118-rotated1-rotated3-rotated3.jpg,fracture,50.96651786,0.190951073,0.578176285,0.985384513,2.587616634
./pages/models/Bone Fracture Detection/Baseline/fracture/118-rotated1-rotated3.jpg,fracture,31.26110039,0.195082365,0.68072744,0.990745734,1.586631274
./pages/models/Bone Fracture Detection/Baseline/fracture/118-rotated2-rotated1-rotated1.jpg,fracture,46.32955277,0.207490169,0.678786552,0.985725037,1.76029601
./pages/models/Bone Fracture Detection/Baseline/fracture/118-rotated2-rotated1-rotated2.jpg,fracture,56.91475627,0.186251554,0.604550324,0.98337347,2.329733752
./pages/models/Bone Fracture Detection/Baseline/fracture/118-rotated2-rotated2.jpg,fracture,63.80701014,0.183362594,0.610694361,0.981169304,2.476210586
./pages/models/Bone Fracture Detection/Baseline/fracture/118-rotated2-rotated3-rotated1.jpg,fracture,52.35812822,0.178370153,0.604336612,0.984796839,2.264056467
./pages/models/Bone Fracture Detection/Baseline/fracture/118-rotated2.jpg,fracture,55.03444739,0.217409151,0.681925493,0.982812604,1.858852156
./pages/models/Bone Fracture Detection/Baseline/fracture/118-rotated3-rotated1-rotated1.jpg,fracture,49.67438867,0.171496039,0.615264104,0.985270845,2.270431145
./pages/models/Bone Fracture Detection/Baseline/fracture/118-rotated3-rotated1-rotated2.jpg,fracture,58.98256515,0.184405861,0.58374934,0.982905841,2.644325129
./pages/models/Bone Fracture Detection/Baseline/fracture/118-rotated3-rotated1-rotated3.jpg,fracture,58.71390364,0.189733132,0.568920259,0.983148946,2.79888594
./pages/models/Bone Fracture Detection/Baseline/fracture/118-rotated3-rotated2-rotated2.jpg,fracture,53.58842101,0.177359954,0.642391389,0.98374076,2.126467986
